ID,sentimiento
63995,negativo
63996,negativo
63997,negativo
63998,negativo
63999,positivo
64000,negativo
64001,negativo
64002,positivo
64003,positivo
64004,positivo
64005,negativo
64006,positivo
64007,negativo
64008,positivo
64009,negativo
64010,negativo
64011,positivo
64012,positivo
64013,negativo
64014,positivo
64015,positivo
64016,negativo
64017,positivo
64018,positivo
64019,positivo
64020,positivo
64021,negativo
64022,positivo
64023,negativo
64024,negativo
64025,negativo
64026,negativo
64027,positivo
64028,positivo
64029,positivo
64030,positivo
64031,positivo
64032,negativo
64033,negativo
64034,positivo
64035,negativo
64036,negativo
64037,positivo
64038,negativo
64039,negativo
64040,positivo
64041,negativo
64042,positivo
64043,negativo
64044,negativo
64045,positivo
64046,positivo
64047,negativo
64048,negativo
64049,negativo
64050,negativo
64051,negativo
64052,negativo
64053,negativo
64054,negativo
64055,positivo
64056,negativo
64057,negativo
64058,negativo
64059,positivo
64060,negativo
64061,positivo
64062,negativo
64063,negativo
64064,positivo
64065,negativo
64066,positivo
64067,negativo
64068,negativo
64069,positivo
64070,negativo
64071,negativo
64072,positivo
64073,positivo
64074,negativo
64075,positivo
64076,negativo
64077,negativo
64078,negativo
64079,positivo
64080,negativo
64081,negativo
64082,negativo
64083,negativo
64084,negativo
64085,negativo
64086,negativo
64087,negativo
64088,positivo
64089,positivo
64090,negativo
64091,negativo
64092,negativo
64093,positivo
64094,positivo
64095,negativo
64096,negativo
64097,negativo
64098,positivo
64099,positivo
64100,positivo
64101,negativo
64102,negativo
64103,negativo
64104,negativo
64105,positivo
64106,positivo
64107,positivo
64108,negativo
64109,positivo
64110,negativo
64111,negativo
64112,negativo
64113,positivo
64114,negativo
64115,negativo
64116,positivo
64117,negativo
64118,negativo
64119,positivo
64120,negativo
64121,negativo
64122,negativo
64123,negativo
64124,positivo
64125,positivo
64126,positivo
64127,negativo
64128,positivo
64129,positivo
64130,negativo
64131,negativo
64132,negativo
64133,positivo
64134,negativo
64135,negativo
64136,positivo
64137,negativo
64138,negativo
64139,negativo
64140,negativo
64141,positivo
64142,positivo
64143,positivo
64144,positivo
64145,positivo
64146,negativo
64147,negativo
64148,negativo
64149,positivo
64150,negativo
64151,positivo
64152,negativo
64153,positivo
64154,positivo
64155,positivo
64156,negativo
64157,negativo
64158,negativo
64159,positivo
64160,positivo
64161,positivo
64162,negativo
64163,negativo
64164,negativo
64165,negativo
64166,negativo
64167,positivo
64168,positivo
64169,negativo
64170,negativo
64171,positivo
64172,negativo
64173,negativo
64174,negativo
64175,positivo
64176,positivo
64177,negativo
64178,positivo
64179,negativo
64180,negativo
64181,negativo
64182,positivo
64183,positivo
64184,negativo
64185,negativo
64186,negativo
64187,negativo
64188,negativo
64189,negativo
64190,positivo
64191,positivo
64192,negativo
64193,negativo
64194,negativo
64195,positivo
64196,positivo
64197,negativo
64198,positivo
64199,negativo
64200,positivo
64201,negativo
64202,positivo
64203,negativo
64204,positivo
64205,negativo
64206,negativo
64207,negativo
64208,negativo
64209,negativo
64210,positivo
64211,negativo
64212,negativo
64213,positivo
64214,negativo
64215,negativo
64216,negativo
64217,positivo
64218,negativo
64219,positivo
64220,negativo
64221,positivo
64222,positivo
64223,negativo
64224,negativo
64225,negativo
64226,negativo
64227,positivo
64228,positivo
64229,positivo
64230,positivo
64231,positivo
64232,positivo
64233,positivo
64234,negativo
64235,negativo
64236,negativo
64237,positivo
64238,negativo
64239,positivo
64240,negativo
64241,positivo
64242,positivo
64243,negativo
64244,positivo
64245,positivo
64246,negativo
64247,positivo
64248,negativo
64249,negativo
64250,negativo
64251,positivo
64252,negativo
64253,positivo
64254,positivo
64255,positivo
64256,negativo
64257,negativo
64258,negativo
64259,negativo
64260,negativo
64261,negativo
64262,negativo
64263,positivo
64264,negativo
64265,negativo
64266,negativo
64267,positivo
64268,negativo
64269,negativo
64270,positivo
64271,positivo
64272,positivo
64273,positivo
64274,negativo
64275,positivo
64276,positivo
64277,negativo
64278,negativo
64279,positivo
64280,negativo
64281,positivo
64282,negativo
64283,positivo
64284,negativo
64285,positivo
64286,positivo
64287,negativo
64288,negativo
64289,positivo
64290,negativo
64291,positivo
64292,positivo
64293,positivo
64294,positivo
64295,positivo
64296,positivo
64297,negativo
64298,positivo
64299,negativo
64300,negativo
64301,negativo
64302,positivo
64303,positivo
64304,negativo
64305,negativo
64306,negativo
64307,negativo
64308,positivo
64309,positivo
64310,negativo
64311,negativo
64312,positivo
64313,positivo
64314,positivo
64315,negativo
64316,positivo
64317,negativo
64318,negativo
64319,positivo
64320,negativo
64321,negativo
64322,negativo
64323,negativo
64324,positivo
64325,positivo
64326,negativo
64327,negativo
64328,positivo
64329,positivo
64330,negativo
64331,negativo
64332,negativo
64333,positivo
64334,negativo
64335,negativo
64336,positivo
64337,positivo
64338,negativo
64339,negativo
64340,positivo
64341,positivo
64342,negativo
64343,negativo
64344,positivo
64345,positivo
64346,negativo
64347,negativo
64348,negativo
64349,negativo
64350,positivo
64351,positivo
64352,negativo
64353,negativo
64354,positivo
64355,negativo
64356,negativo
64357,negativo
64358,positivo
64359,negativo
64360,negativo
64361,negativo
64362,positivo
64363,negativo
64364,positivo
64365,negativo
64366,negativo
64367,negativo
64368,positivo
64369,negativo
64370,positivo
64371,negativo
64372,positivo
64373,positivo
64374,negativo
64375,positivo
64376,negativo
64377,positivo
64378,positivo
64379,negativo
64380,negativo
64381,positivo
64382,negativo
64383,negativo
64384,positivo
64385,negativo
64386,negativo
64387,negativo
64388,negativo
64389,negativo
64390,positivo
64391,positivo
64392,positivo
64393,negativo
64394,positivo
64395,negativo
64396,negativo
64397,negativo
64398,negativo
64399,negativo
64400,positivo
64401,positivo
64402,positivo
64403,positivo
64404,positivo
64405,negativo
64406,negativo
64407,negativo
64408,positivo
64409,negativo
64410,positivo
64411,negativo
64412,negativo
64413,negativo
64414,negativo
64415,positivo
64416,negativo
64417,positivo
64418,negativo
64419,positivo
64420,positivo
64421,negativo
64422,positivo
64423,positivo
64424,negativo
64425,negativo
64426,positivo
64427,positivo
64428,positivo
64429,positivo
64430,positivo
64431,positivo
64432,negativo
64433,negativo
64434,positivo
64435,positivo
64436,positivo
64437,positivo
64438,negativo
64439,positivo
64440,positivo
64441,negativo
64442,negativo
64443,positivo
64444,positivo
64445,positivo
64446,positivo
64447,positivo
64448,negativo
64449,positivo
64450,negativo
64451,negativo
64452,positivo
64453,positivo
64454,negativo
64455,positivo
64456,positivo
64457,positivo
64458,positivo
64459,positivo
64460,positivo
64461,positivo
64462,negativo
64463,negativo
64464,positivo
64465,positivo
64466,negativo
64467,positivo
64468,negativo
64469,negativo
64470,negativo
64471,positivo
64472,positivo
64473,positivo
64474,negativo
64475,positivo
64476,negativo
64477,positivo
64478,positivo
64479,negativo
64480,negativo
64481,negativo
64482,positivo
64483,negativo
64484,positivo
64485,positivo
64486,positivo
64487,negativo
64488,positivo
64489,positivo
64490,positivo
64491,positivo
64492,negativo
64493,positivo
64494,negativo
64495,positivo
64496,positivo
64497,negativo
64498,positivo
64499,negativo
64500,positivo
64501,positivo
64502,positivo
64503,positivo
64504,positivo
64505,negativo
64506,negativo
64507,positivo
64508,negativo
64509,positivo
64510,positivo
64511,negativo
64512,positivo
64513,negativo
64514,negativo
64515,positivo
64516,positivo
64517,positivo
64518,positivo
64519,negativo
64520,negativo
64521,negativo
64522,positivo
64523,negativo
64524,positivo
64525,negativo
64526,positivo
64527,negativo
64528,negativo
64529,positivo
64530,positivo
64531,negativo
64532,negativo
64533,negativo
64534,negativo
64535,positivo
64536,negativo
64537,negativo
64538,negativo
64539,positivo
64540,negativo
64541,positivo
64542,positivo
64543,negativo
64544,negativo
64545,positivo
64546,negativo
64547,negativo
64548,negativo
64549,positivo
64550,negativo
64551,positivo
64552,negativo
64553,positivo
64554,negativo
64555,negativo
64556,negativo
64557,negativo
64558,negativo
64559,positivo
64560,negativo
64561,positivo
64562,negativo
64563,negativo
64564,negativo
64565,negativo
64566,negativo
64567,negativo
64568,positivo
64569,negativo
64570,negativo
64571,positivo
64572,positivo
64573,negativo
64574,positivo
64575,negativo
64576,negativo
64577,negativo
64578,positivo
64579,positivo
64580,negativo
64581,negativo
64582,negativo
64583,negativo
64584,negativo
64585,negativo
64586,positivo
64587,positivo
64588,positivo
64589,negativo
64590,positivo
64591,negativo
64592,negativo
64593,negativo
64594,negativo
64595,negativo
64596,negativo
64597,negativo
64598,positivo
64599,negativo
64600,negativo
64601,negativo
64602,negativo
64603,positivo
64604,positivo
64605,negativo
64606,negativo
64607,positivo
64608,positivo
64609,negativo
64610,positivo
64611,positivo
64612,positivo
64613,positivo
64614,negativo
64615,positivo
64616,positivo
64617,negativo
64618,positivo
64619,negativo
64620,negativo
64621,negativo
64622,positivo
64623,positivo
64624,negativo
64625,positivo
64626,negativo
64627,negativo
64628,negativo
64629,negativo
64630,positivo
64631,negativo
64632,negativo
64633,negativo
64634,negativo
64635,negativo
64636,negativo
64637,positivo
64638,positivo
64639,negativo
64640,positivo
64641,positivo
64642,positivo
64643,negativo
64644,positivo
64645,negativo
64646,positivo
64647,positivo
64648,positivo
64649,positivo
64650,negativo
64651,negativo
64652,positivo
64653,positivo
64654,negativo
64655,positivo
64656,positivo
64657,negativo
64658,positivo
64659,positivo
64660,negativo
64661,negativo
64662,positivo
64663,positivo
64664,positivo
64665,positivo
64666,negativo
64667,negativo
64668,negativo
64669,positivo
64670,negativo
64671,negativo
64672,negativo
64673,negativo
64674,positivo
64675,positivo
64676,positivo
64677,positivo
64678,positivo
64679,positivo
64680,negativo
64681,positivo
64682,negativo
64683,negativo
64684,positivo
64685,positivo
64686,positivo
64687,positivo
64688,negativo
64689,negativo
64690,positivo
64691,negativo
64692,positivo
64693,positivo
64694,positivo
64695,negativo
64696,negativo
64697,negativo
64698,positivo
64699,positivo
64700,positivo
64701,positivo
64702,negativo
64703,positivo
64704,positivo
64705,positivo
64706,negativo
64707,negativo
64708,negativo
64709,negativo
64710,positivo
64711,positivo
64712,positivo
64713,positivo
64714,positivo
64715,positivo
64716,positivo
64717,positivo
64718,negativo
64719,positivo
64720,negativo
64721,negativo
64722,negativo
64723,negativo
64724,positivo
64725,negativo
64726,negativo
64727,negativo
64728,negativo
64729,negativo
64730,negativo
64731,positivo
64732,negativo
64733,negativo
64734,positivo
64735,negativo
64736,negativo
64737,negativo
64738,negativo
64739,negativo
64740,positivo
64741,positivo
64742,negativo
64743,negativo
64744,positivo
64745,negativo
64746,positivo
64747,positivo
64748,negativo
64749,negativo
64750,negativo
64751,positivo
64752,negativo
64753,positivo
64754,positivo
64755,negativo
64756,positivo
64757,positivo
64758,positivo
64759,negativo
64760,positivo
64761,positivo
64762,positivo
64763,negativo
64764,negativo
64765,negativo
64766,negativo
64767,negativo
64768,negativo
64769,negativo
64770,negativo
64771,negativo
64772,positivo
64773,positivo
64774,negativo
64775,positivo
64776,positivo
64777,positivo
64778,positivo
64779,positivo
64780,negativo
64781,negativo
64782,positivo
64783,positivo
64784,positivo
64785,positivo
64786,positivo
64787,negativo
64788,positivo
64789,positivo
64790,positivo
64791,negativo
64792,negativo
64793,positivo
64794,positivo
64795,negativo
64796,positivo
64797,positivo
64798,positivo
64799,positivo
64800,positivo
64801,negativo
64802,positivo
64803,negativo
64804,positivo
64805,positivo
64806,negativo
64807,positivo
64808,negativo
64809,positivo
64810,negativo
64811,positivo
64812,negativo
64813,positivo
64814,negativo
64815,negativo
64816,negativo
64817,positivo
64818,negativo
64819,positivo
64820,positivo
64821,negativo
64822,positivo
64823,negativo
64824,positivo
64825,negativo
64826,negativo
64827,negativo
64828,positivo
64829,negativo
64830,negativo
64831,negativo
64832,positivo
64833,negativo
64834,positivo
64835,positivo
64836,positivo
64837,positivo
64838,negativo
64839,positivo
64840,positivo
64841,negativo
64842,negativo
64843,positivo
64844,negativo
64845,negativo
64846,negativo
64847,positivo
64848,positivo
64849,negativo
64850,positivo
64851,positivo
64852,negativo
64853,positivo
64854,positivo
64855,positivo
64856,negativo
64857,negativo
64858,negativo
64859,positivo
64860,positivo
64861,negativo
64862,positivo
64863,negativo
64864,positivo
64865,positivo
64866,negativo
64867,positivo
64868,positivo
64869,positivo
64870,positivo
64871,negativo
64872,positivo
64873,negativo
64874,positivo
64875,negativo
64876,negativo
64877,negativo
64878,positivo
64879,positivo
64880,positivo
64881,positivo
64882,positivo
64883,positivo
64884,positivo
64885,positivo
64886,negativo
64887,negativo
64888,positivo
64889,positivo
64890,positivo
64891,positivo
64892,negativo
64893,positivo
64894,negativo
64895,positivo
64896,positivo
64897,negativo
64898,negativo
64899,positivo
64900,positivo
64901,positivo
64902,positivo
64903,positivo
64904,positivo
64905,negativo
64906,positivo
64907,positivo
64908,negativo
64909,negativo
64910,positivo
64911,positivo
64912,negativo
64913,negativo
64914,positivo
64915,positivo
64916,positivo
64917,positivo
64918,positivo
64919,positivo
64920,negativo
64921,positivo
64922,positivo
64923,positivo
64924,positivo
64925,positivo
64926,positivo
64927,positivo
64928,negativo
64929,negativo
64930,positivo
64931,negativo
64932,negativo
64933,positivo
64934,positivo
64935,negativo
64936,negativo
64937,negativo
64938,positivo
64939,negativo
64940,positivo
64941,positivo
64942,positivo
64943,positivo
64944,negativo
64945,negativo
64946,positivo
64947,positivo
64948,negativo
64949,negativo
64950,negativo
64951,positivo
64952,negativo
64953,positivo
64954,positivo
64955,negativo
64956,negativo
64957,negativo
64958,negativo
64959,positivo
64960,positivo
64961,positivo
64962,negativo
64963,negativo
64964,positivo
64965,negativo
64966,negativo
64967,negativo
64968,positivo
64969,positivo
64970,negativo
64971,positivo
64972,positivo
64973,negativo
64974,positivo
64975,positivo
64976,negativo
64977,positivo
64978,positivo
64979,positivo
64980,positivo
64981,positivo
64982,negativo
64983,negativo
64984,negativo
64985,negativo
64986,positivo
64987,positivo
64988,negativo
64989,negativo
64990,positivo
64991,positivo
64992,positivo
64993,positivo
64994,positivo
64995,negativo
64996,positivo
64997,negativo
64998,negativo
64999,negativo
65000,negativo
65001,negativo
65002,positivo
65003,positivo
65004,positivo
65005,positivo
65006,positivo
65007,negativo
65008,negativo
65009,positivo
65010,positivo
65011,positivo
65012,positivo
65013,negativo
65014,negativo
65015,positivo
65016,positivo
65017,negativo
65018,positivo
65019,positivo
65020,negativo
65021,negativo
65022,negativo
65023,positivo
65024,negativo
65025,negativo
65026,positivo
65027,positivo
65028,positivo
65029,positivo
65030,positivo
65031,positivo
65032,negativo
65033,negativo
65034,negativo
65035,negativo
65036,positivo
65037,positivo
65038,positivo
65039,positivo
65040,positivo
65041,positivo
65042,negativo
65043,negativo
65044,negativo
65045,positivo
65046,positivo
65047,positivo
65048,negativo
65049,negativo
65050,positivo
65051,positivo
65052,negativo
65053,positivo
65054,positivo
65055,positivo
65056,negativo
65057,negativo
65058,positivo
65059,negativo
65060,negativo
65061,positivo
65062,negativo
65063,positivo
65064,positivo
65065,positivo
65066,positivo
65067,negativo
65068,negativo
65069,positivo
65070,positivo
65071,negativo
65072,negativo
65073,positivo
65074,positivo
65075,positivo
65076,positivo
65077,positivo
65078,negativo
65079,negativo
65080,negativo
65081,positivo
65082,negativo
65083,negativo
65084,positivo
65085,positivo
65086,positivo
65087,positivo
65088,negativo
65089,positivo
65090,negativo
65091,negativo
65092,negativo
65093,negativo
65094,positivo
65095,positivo
65096,positivo
65097,positivo
65098,positivo
65099,negativo
65100,negativo
65101,negativo
65102,negativo
65103,positivo
65104,positivo
65105,negativo
65106,negativo
65107,positivo
65108,positivo
65109,positivo
65110,negativo
65111,negativo
65112,negativo
65113,negativo
65114,negativo
65115,negativo
65116,positivo
65117,positivo
65118,negativo
65119,negativo
65120,positivo
65121,negativo
65122,negativo
65123,positivo
65124,positivo
65125,positivo
65126,negativo
65127,negativo
65128,positivo
65129,negativo
65130,negativo
65131,positivo
65132,positivo
65133,negativo
65134,negativo
65135,positivo
65136,negativo
65137,positivo
65138,positivo
65139,positivo
65140,negativo
65141,negativo
65142,negativo
65143,negativo
65144,negativo
65145,positivo
65146,positivo
65147,positivo
65148,negativo
65149,positivo
65150,negativo
65151,positivo
65152,negativo
65153,negativo
65154,positivo
65155,negativo
65156,positivo
65157,positivo
65158,positivo
65159,positivo
65160,positivo
65161,negativo
65162,positivo
65163,negativo
65164,negativo
65165,positivo
65166,positivo
65167,negativo
65168,negativo
65169,positivo
65170,positivo
65171,positivo
65172,positivo
65173,negativo
65174,negativo
65175,negativo
65176,positivo
65177,positivo
65178,negativo
65179,negativo
65180,positivo
65181,negativo
65182,negativo
65183,negativo
65184,positivo
65185,positivo
65186,positivo
65187,positivo
65188,negativo
65189,positivo
65190,positivo
65191,positivo
65192,positivo
65193,negativo
65194,negativo
65195,positivo
65196,positivo
65197,positivo
65198,positivo
65199,positivo
65200,positivo
65201,negativo
65202,negativo
65203,positivo
65204,negativo
65205,positivo
65206,negativo
65207,positivo
65208,positivo
65209,negativo
65210,negativo
65211,positivo
65212,positivo
65213,positivo
65214,positivo
65215,negativo
65216,negativo
65217,positivo
65218,positivo
65219,positivo
65220,negativo
65221,positivo
65222,negativo
65223,positivo
65224,positivo
65225,positivo
65226,positivo
65227,negativo
65228,positivo
65229,positivo
65230,positivo
65231,negativo
65232,positivo
65233,positivo
65234,positivo
65235,negativo
65236,negativo
65237,positivo
65238,positivo
65239,positivo
65240,negativo
65241,positivo
65242,negativo
65243,positivo
65244,positivo
65245,positivo
65246,negativo
65247,negativo
65248,negativo
65249,positivo
65250,positivo
65251,positivo
65252,positivo
65253,negativo
65254,positivo
65255,positivo
65256,positivo
65257,negativo
65258,negativo
65259,positivo
65260,positivo
65261,positivo
65262,negativo
65263,positivo
65264,negativo
65265,positivo
65266,negativo
65267,negativo
65268,negativo
65269,negativo
65270,negativo
65271,positivo
65272,negativo
65273,positivo
65274,negativo
65275,negativo
65276,positivo
65277,negativo
65278,negativo
65279,negativo
65280,negativo
65281,negativo
65282,positivo
65283,positivo
65284,negativo
65285,negativo
65286,negativo
65287,positivo
65288,negativo
65289,positivo
65290,positivo
65291,positivo
65292,negativo
65293,positivo
65294,positivo
65295,positivo
65296,negativo
65297,negativo
65298,negativo
65299,negativo
65300,negativo
65301,negativo
65302,negativo
65303,negativo
65304,negativo
65305,negativo
65306,positivo
65307,positivo
65308,negativo
65309,positivo
65310,positivo
65311,negativo
65312,positivo
65313,negativo
65314,negativo
65315,negativo
65316,positivo
65317,positivo
65318,positivo
65319,positivo
65320,negativo
65321,negativo
65322,negativo
65323,negativo
65324,negativo
65325,negativo
65326,positivo
65327,positivo
65328,positivo
65329,positivo
65330,positivo
65331,positivo
65332,positivo
65333,negativo
65334,negativo
65335,positivo
65336,negativo
65337,positivo
65338,negativo
65339,negativo
65340,positivo
65341,negativo
65342,negativo
65343,positivo
65344,negativo
65345,negativo
65346,positivo
65347,positivo
65348,positivo
65349,negativo
65350,positivo
65351,positivo
65352,positivo
65353,negativo
65354,negativo
65355,positivo
65356,positivo
65357,positivo
65358,negativo
65359,positivo
65360,positivo
65361,positivo
65362,negativo
65363,negativo
65364,negativo
65365,positivo
65366,positivo
65367,negativo
65368,positivo
65369,positivo
65370,positivo
65371,negativo
65372,negativo
65373,negativo
65374,positivo
65375,positivo
65376,positivo
65377,positivo
65378,positivo
65379,positivo
65380,positivo
65381,negativo
65382,positivo
65383,negativo
65384,positivo
65385,negativo
65386,positivo
65387,positivo
65388,positivo
65389,positivo
65390,negativo
65391,positivo
65392,positivo
65393,negativo
65394,positivo
65395,negativo
65396,negativo
65397,positivo
65398,positivo
65399,positivo
65400,negativo
65401,positivo
65402,positivo
65403,positivo
65404,negativo
65405,positivo
65406,positivo
65407,positivo
65408,negativo
65409,positivo
65410,positivo
65411,negativo
65412,positivo
65413,positivo
65414,positivo
65415,negativo
65416,positivo
65417,positivo
65418,positivo
65419,positivo
65420,positivo
65421,positivo
65422,negativo
65423,negativo
65424,positivo
65425,positivo
65426,positivo
65427,positivo
65428,negativo
65429,negativo
65430,positivo
65431,positivo
65432,negativo
65433,negativo
65434,positivo
65435,negativo
65436,positivo
65437,negativo
65438,positivo
65439,negativo
65440,positivo
65441,positivo
65442,positivo
65443,positivo
65444,positivo
65445,positivo
65446,positivo
65447,negativo
65448,positivo
65449,negativo
65450,positivo
65451,negativo
65452,positivo
65453,positivo
65454,positivo
65455,positivo
65456,positivo
65457,positivo
65458,negativo
65459,positivo
65460,positivo
65461,negativo
65462,positivo
65463,positivo
65464,negativo
65465,positivo
65466,positivo
65467,negativo
65468,positivo
65469,negativo
65470,positivo
65471,negativo
65472,positivo
65473,positivo
65474,positivo
65475,negativo
65476,positivo
65477,positivo
65478,positivo
65479,positivo
65480,negativo
65481,negativo
65482,positivo
65483,negativo
65484,negativo
65485,negativo
65486,positivo
65487,positivo
65488,positivo
65489,negativo
65490,positivo
65491,positivo
65492,positivo
65493,positivo
65494,negativo
65495,positivo
65496,positivo
65497,positivo
65498,positivo
65499,positivo
65500,positivo
65501,positivo
65502,positivo
65503,negativo
65504,positivo
65505,positivo
65506,positivo
65507,negativo
65508,positivo
65509,negativo
65510,positivo
65511,negativo
65512,positivo
65513,positivo
65514,negativo
65515,positivo
65516,negativo
65517,positivo
65518,negativo
65519,positivo
65520,positivo
65521,positivo
65522,positivo
65523,negativo
65524,positivo
65525,positivo
65526,positivo
65527,positivo
65528,positivo
65529,negativo
65530,positivo
65531,negativo
65532,positivo
65533,positivo
65534,negativo
65535,positivo
65536,positivo
65537,negativo
65538,positivo
65539,positivo
65540,negativo
65541,positivo
65542,positivo
65543,positivo
65544,positivo
65545,negativo
65546,positivo
65547,positivo
65548,positivo
65549,positivo
65550,positivo
65551,positivo
65552,negativo
65553,positivo
65554,positivo
65555,negativo
65556,negativo
65557,negativo
65558,positivo
65559,positivo
65560,negativo
65561,positivo
65562,negativo
65563,positivo
65564,positivo
65565,negativo
65566,positivo
65567,negativo
65568,negativo
65569,negativo
65570,positivo
65571,negativo
65572,negativo
65573,positivo
65574,positivo
65575,positivo
65576,positivo
65577,positivo
65578,negativo
65579,positivo
65580,positivo
65581,positivo
65582,positivo
65583,positivo
65584,negativo
65585,positivo
65586,negativo
65587,negativo
65588,negativo
65589,negativo
65590,negativo
65591,positivo
65592,positivo
65593,positivo
65594,negativo
65595,positivo
65596,negativo
65597,positivo
65598,negativo
65599,negativo
65600,positivo
65601,negativo
65602,positivo
65603,positivo
65604,positivo
65605,negativo
65606,positivo
65607,negativo
65608,positivo
65609,positivo
65610,negativo
65611,positivo
65612,positivo
65613,positivo
65614,negativo
65615,positivo
65616,positivo
65617,positivo
65618,positivo
65619,positivo
65620,positivo
65621,negativo
65622,positivo
65623,negativo
65624,positivo
65625,negativo
65626,positivo
65627,positivo
65628,negativo
65629,positivo
65630,positivo
65631,negativo
65632,negativo
65633,negativo
65634,negativo
65635,positivo
65636,positivo
65637,positivo
65638,negativo
65639,negativo
65640,positivo
65641,positivo
65642,negativo
65643,negativo
65644,negativo
65645,positivo
65646,positivo
65647,positivo
65648,negativo
65649,positivo
65650,positivo
65651,positivo
65652,positivo
65653,negativo
65654,positivo
65655,negativo
65656,positivo
65657,negativo
65658,positivo
65659,positivo
65660,negativo
65661,positivo
65662,negativo
65663,positivo
65664,positivo
65665,negativo
65666,negativo
65667,negativo
65668,negativo
65669,negativo
65670,negativo
65671,positivo
65672,positivo
65673,negativo
65674,negativo
65675,positivo
65676,positivo
65677,positivo
65678,positivo
65679,positivo
65680,negativo
65681,positivo
65682,negativo
65683,positivo
65684,positivo
65685,negativo
65686,negativo
65687,negativo
65688,negativo
65689,negativo
65690,positivo
65691,positivo
65692,negativo
65693,positivo
65694,negativo
65695,positivo
65696,negativo
65697,positivo
65698,positivo
65699,negativo
65700,positivo
65701,positivo
65702,positivo
65703,negativo
65704,negativo
65705,positivo
65706,positivo
65707,negativo
65708,negativo
65709,positivo
65710,positivo
65711,negativo
65712,positivo
65713,positivo
65714,positivo
65715,positivo
65716,positivo
65717,positivo
65718,positivo
65719,positivo
65720,positivo
65721,positivo
65722,positivo
65723,positivo
65724,negativo
65725,positivo
65726,negativo
65727,positivo
65728,positivo
65729,negativo
65730,positivo
65731,negativo
65732,negativo
65733,negativo
65734,negativo
65735,positivo
65736,positivo
65737,positivo
65738,negativo
65739,positivo
65740,positivo
65741,positivo
65742,positivo
65743,negativo
65744,negativo
65745,negativo
65746,positivo
65747,positivo
65748,positivo
65749,negativo
65750,positivo
65751,negativo
65752,positivo
65753,positivo
65754,positivo
65755,negativo
65756,negativo
65757,positivo
65758,negativo
65759,negativo
65760,positivo
65761,positivo
65762,negativo
65763,positivo
65764,positivo
65765,positivo
65766,positivo
65767,positivo
65768,positivo
65769,negativo
65770,positivo
65771,positivo
65772,negativo
65773,negativo
65774,negativo
65775,positivo
65776,positivo
65777,positivo
65778,negativo
65779,negativo
65780,positivo
65781,negativo
65782,positivo
65783,negativo
65784,positivo
65785,negativo
65786,negativo
65787,negativo
65788,negativo
65789,positivo
65790,positivo
65791,positivo
65792,negativo
65793,positivo
65794,positivo
65795,positivo
65796,positivo
65797,negativo
65798,negativo
65799,positivo
65800,positivo
65801,positivo
65802,positivo
65803,positivo
65804,positivo
65805,negativo
65806,positivo
65807,positivo
65808,positivo
65809,negativo
65810,negativo
65811,negativo
65812,positivo
65813,negativo
65814,negativo
65815,positivo
65816,negativo
65817,negativo
65818,positivo
65819,positivo
65820,positivo
65821,negativo
65822,negativo
65823,negativo
65824,negativo
65825,negativo
65826,positivo
65827,negativo
65828,negativo
65829,negativo
65830,negativo
65831,positivo
65832,negativo
65833,negativo
65834,positivo
65835,negativo
65836,negativo
65837,positivo
65838,negativo
65839,negativo
65840,negativo
65841,negativo
65842,positivo
65843,negativo
65844,negativo
65845,positivo
65846,negativo
65847,negativo
65848,positivo
65849,negativo
65850,positivo
65851,negativo
65852,negativo
65853,positivo
65854,positivo
65855,positivo
65856,positivo
65857,negativo
65858,positivo
65859,positivo
65860,negativo
65861,negativo
65862,positivo
65863,negativo
65864,positivo
65865,negativo
65866,positivo
65867,positivo
65868,negativo
65869,positivo
65870,negativo
65871,negativo
65872,negativo
65873,negativo
65874,positivo
65875,positivo
65876,negativo
65877,positivo
65878,negativo
65879,negativo
65880,negativo
65881,negativo
65882,positivo
65883,positivo
65884,negativo
65885,negativo
65886,negativo
65887,positivo
65888,negativo
65889,negativo
65890,negativo
65891,positivo
65892,positivo
65893,positivo
65894,negativo
65895,negativo
65896,negativo
65897,negativo
65898,negativo
65899,negativo
65900,positivo
65901,positivo
65902,negativo
65903,positivo
65904,negativo
65905,negativo
65906,negativo
65907,positivo
65908,negativo
65909,positivo
65910,positivo
65911,negativo
65912,negativo
65913,negativo
65914,positivo
65915,positivo
65916,positivo
65917,positivo
65918,negativo
65919,negativo
65920,positivo
65921,positivo
65922,negativo
65923,positivo
65924,positivo
65925,positivo
65926,negativo
65927,negativo
65928,negativo
65929,negativo
65930,negativo
65931,positivo
65932,negativo
65933,positivo
65934,negativo
65935,positivo
65936,negativo
65937,positivo
65938,positivo
65939,positivo
65940,negativo
65941,negativo
65942,positivo
65943,positivo
65944,negativo
65945,positivo
65946,negativo
65947,negativo
65948,positivo
65949,negativo
65950,negativo
65951,negativo
65952,positivo
65953,negativo
65954,positivo
65955,positivo
65956,positivo
65957,positivo
65958,negativo
65959,positivo
65960,positivo
65961,positivo
65962,positivo
65963,negativo
65964,positivo
65965,negativo
65966,positivo
65967,negativo
65968,negativo
65969,positivo
65970,positivo
65971,positivo
65972,negativo
65973,positivo
65974,positivo
65975,positivo
65976,positivo
65977,negativo
65978,negativo
65979,negativo
65980,positivo
65981,positivo
65982,positivo
65983,negativo
65984,positivo
65985,positivo
65986,positivo
65987,positivo
65988,positivo
65989,positivo
65990,negativo
65991,negativo
65992,negativo
